Employee_ID,Name,Age,Gender,Department,Job_Role,Join_Date,Salary,Performance_Rating,Experience_Years,Attrition,Exit_Date,Attrition_Reason
12125,Aaron Mcfarland,37,Male,HR,Executive,2023-11-27,105633,2,4,No,,
12126,Troy Singleton,51,Female,Finance,Engineer,2024-11-16,111542,3,1,No,,
12127,Kenneth Dominguez,23,Female,IT,Manager,2026-01-22,88930,3,9,No,,
12128,Holly Smith,41,Female,Sales,Analyst,2025-01-02,34531,5,13,No,,
12129,Mallory Lee,47,Male,Finance,Engineer,2024-03-29,100021,3,5,Yes,2025-09-01,Better Offer
12130,Alexa Parker,39,Male,IT,Analyst,2022-07-03,102674,5,5,No,,
12131,Ann Gray,53,Female,Sales,Analyst,2022-05-17,110146,3,7,No,,
12132,Jacob Green,47,Female,Finance,Executive,2025-04-21,52273,5,15,No,,
12133,Clinton Richards,50,Male,Sales,Manager,2024-06-19,77241,3,4,No,,
12134,Crystal Chapman,28,Male,Finance,Analyst,2021-09-07,110363,2,9,Yes,2022-11-12,Low Salary
12135,Taylor Harris,50,Male,HR,Engineer,2023-02-12,73906,1,12,No,,
12136,Reginald Clark,54,Male,IT,Executive,2023-04-29,95749,2,13,No,,
12137,Duane Garcia,52,Male,HR,Manager,2025-12-08,117618,1,7,No,,
12138,Christian Olson,32,Male,Sales,Manager,2023-11-29,108037,5,4,No,,
12139,Patrick Miller,42,Male,IT,Manager,2022-03-18,66568,1,2,Yes,2025-02-23,Better Offer
12140,Jesse Woodward,54,Female,Finance,Engineer,2021-11-17,101707,2,5,Yes,2023-03-12,Low Salary
12141,Tonya Anthony,54,Male,IT,Manager,2023-12-14,65238,5,3,No,,
12142,Vickie Hunt,31,Female,HR,Analyst,2025-12-30,111428,3,14,Yes,2026-01-13,Better Offer
12143,Ashley Flores,28,Male,HR,Executive,2024-09-24,53959,3,14,No,,
12144,Jennifer White,49,Female,Finance,Manager,2024-11-21,39788,3,6,Yes,2025-12-11,Low Salary
12145,Lori Ayers,34,Male,HR,Analyst,2023-04-08,97334,3,6,No,,
12146,Edward Payne,49,Female,Sales,Analyst,2025-11-12,109855,2,9,No,,
12147,Russell Garcia,35,Male,Finance,Engineer,2024-09-03,43737,3,15,No,,
12148,Raymond Dominguez,30,Male,HR,Analyst,2024-01-29,59760,1,1,No,,
12149,Paula Chen,38,Male,Finance,Analyst,2023-01-04,45701,2,8,No,,
12150,Julie Collins,48,Male,Sales,Executive,2025-06-19,49260,2,4,No,,
12151,Amanda Davis,36,Female,IT,Executive,2021-09-14,100056,3,6,No,,
12152,Shannon Kline,51,Female,HR,Manager,2023-09-11,111141,2,2,Yes,2026-02-05,Work Pressure
12153,Ryan Watkins,48,Female,HR,Manager,2022-01-28,71206,1,10,No,,
12154,Michelle Moon,48,Female,HR,Analyst,2024-11-09,107869,2,3,Yes,2025-05-02,Better Offer
12155,Audrey Nguyen,52,Male,IT,Executive,2026-01-19,27850,4,6,No,,
12156,Beth Vang,29,Female,Sales,Analyst,2025-02-01,35005,4,1,Yes,2025-08-10,Low Salary
12157,Mark Gibson,53,Male,IT,Executive,2021-07-16,110831,4,4,No,,
12158,Diane Dean,43,Female,IT,Analyst,2022-10-12,103573,2,2,No,,
12159,Joshua Watts,48,Female,Sales,Manager,2022-03-28,44568,2,15,No,,
12160,Anna Curry,47,Male,HR,Executive,2022-07-19,47312,4,13,Yes,2023-02-10,Better Offer
12161,Michael Harris,50,Male,HR,Analyst,2024-12-21,57886,4,12,No,,
12162,Angela Dawson,32,Male,HR,Manager,2023-09-30,118361,3,1,No,,
12163,Gregory Berger,52,Female,Sales,Manager,2026-03-12,32868,2,11,No,,
12164,Mr. Robert Dean,48,Male,HR,Manager,2024-04-28,108156,1,6,No,,
12165,Sydney Macdonald,28,Male,HR,Executive,2023-05-21,51312,1,4,Yes,2026-02-04,Low Salary
12166,Jason Reeves,28,Female,HR,Analyst,2021-10-03,52364,1,1,No,,
12167,William Jackson,29,Male,Finance,Manager,2023-10-22,43133,3,1,No,,
12168,Lori Kelly,32,Female,HR,Engineer,2025-06-20,88942,2,1,No,,
12169,Elizabeth Salazar,34,Female,HR,Engineer,2025-04-23,25878,2,15,No,,
12170,Clayton Hernandez,44,Female,Finance,Analyst,2025-03-24,27737,1,5,No,,
12171,Benjamin Dalton,50,Female,HR,Manager,2024-04-16,118705,3,8,No,,
12172,Christopher Gray,48,Female,HR,Analyst,2024-11-07,99022,4,12,Yes,2025-07-17,Work Pressure
12173,Steven Hughes,43,Male,Sales,Engineer,2024-08-11,40479,2,10,Yes,2025-01-25,Work Pressure
12174,Carolyn Steele,29,Female,Finance,Analyst,2022-07-16,99024,5,6,No,,
12175,Lisa Johnson,48,Male,HR,Executive,2022-10-10,60339,1,4,No,,
12176,Barbara Phillips,27,Male,Sales,Engineer,2024-04-22,26990,5,5,Yes,2024-11-22,Low Salary
12177,Wendy Wallace,45,Male,Sales,Engineer,2024-10-24,48295,1,3,Yes,2025-09-20,Low Salary
12178,Joseph Garcia,24,Male,HR,Engineer,2024-12-30,91830,3,13,No,,
12179,James Goodman,33,Male,HR,Manager,2025-04-25,59233,3,2,No,,
12180,Mrs. Linda Reid,55,Female,Finance,Executive,2024-03-12,61036,2,4,No,,
12181,Jesus Ross,25,Male,Finance,Engineer,2025-04-21,31925,5,6,No,,
12182,Patricia Francis,43,Male,HR,Executive,2023-07-09,31500,3,13,No,,
12183,Jonathan Contreras,49,Male,IT,Engineer,2023-06-11,113055,3,10,Yes,2025-08-01,Low Salary
12184,Anita Robertson,26,Female,HR,Analyst,2023-12-28,73556,1,10,Yes,2025-11-29,Low Salary
12185,John Barnes,42,Female,Sales,Analyst,2024-03-12,89730,1,13,Yes,2024-06-30,Low Salary
12186,Hannah Horton,47,Female,HR,Executive,2023-11-01,73204,2,3,No,,
12187,Ashley Hall,29,Male,IT,Analyst,2025-01-11,79548,5,8,No,,
12188,Clarence Robinson,46,Male,Finance,Analyst,2022-12-30,117138,2,13,No,,
12189,Alexander Anderson,26,Female,IT,Engineer,2023-07-11,72871,5,9,No,,
12190,Kenneth Larsen,29,Male,IT,Manager,2025-11-12,47370,4,7,No,,
12191,Caleb Smith,54,Male,IT,Analyst,2023-02-23,97784,5,3,No,,
12192,Allison Nguyen,54,Male,HR,Executive,2023-06-30,105338,4,11,No,,
12193,Alex Bishop,54,Female,Finance,Executive,2024-11-13,27762,4,6,Yes,2025-01-21,Better Offer
12194,Peter Turner,46,Male,Sales,Executive,2025-04-26,33901,1,15,No,,
12195,Nicole Harris,45,Female,Sales,Analyst,2024-10-25,61362,2,14,No,,
12196,David Nguyen,53,Female,HR,Manager,2022-05-23,79567,4,3,No,,
12197,Emily Smith,38,Male,HR,Executive,2022-09-25,71476,4,14,No,,
12198,Victoria Payne,28,Male,IT,Manager,2026-01-11,73541,2,2,Yes,2026-03-07,Work Pressure
12199,Jay Santos,47,Female,Finance,Manager,2025-09-25,55787,1,3,No,,
12200,Matthew Smith,24,Male,Sales,Analyst,2023-04-20,109855,4,9,No,,
12201,Pamela Murray,33,Female,Finance,Engineer,2026-02-15,102989,2,15,No,,
12202,April Randall,28,Female,Finance,Executive,2022-09-05,114127,4,3,No,,
12203,Taylor Evans,46,Female,Sales,Engineer,2025-01-03,84919,5,15,No,,
12204,Jeffrey Johnson,51,Male,HR,Executive,2026-04-16,72026,1,10,Yes,2026-04-16,Better Offer
12205,Jared Lyons,32,Female,HR,Engineer,2023-10-19,34329,5,4,Yes,2025-12-14,Low Salary
12206,Jessica Roberts,52,Female,Finance,Analyst,2023-12-12,99848,4,3,Yes,2025-04-25,Low Salary
12207,Jessica Allen,49,Male,HR,Manager,2024-01-12,39377,5,5,Yes,2025-08-02,Work Pressure
12208,Jerry Miles,53,Female,Sales,Analyst,2022-06-09,114716,3,13,Yes,2024-11-16,Work Pressure
12209,Connie Logan,45,Male,Sales,Engineer,2024-06-16,113208,3,12,Yes,2025-06-28,Work Pressure
12210,Danny Morgan,33,Female,HR,Manager,2023-02-27,89196,5,7,No,,
12211,Rebecca Young,36,Female,Sales,Executive,2026-01-31,38682,5,14,No,,
12212,Penny Young,38,Male,HR,Engineer,2021-12-19,109379,4,11,Yes,2023-10-19,Work Pressure
12213,Samuel Cook,41,Female,Finance,Manager,2025-11-05,52389,5,14,Yes,2026-03-20,Better Offer
12214,Wanda Bryant,30,Female,HR,Manager,2024-11-29,37689,4,10,Yes,2026-02-08,Better Offer
12215,Thomas Macias,35,Female,Sales,Engineer,2023-05-08,40061,1,3,Yes,2024-07-06,Better Offer
12216,Evan Jordan,39,Female,Sales,Analyst,2022-03-01,116318,5,13,No,,
12217,Victor Cohen,35,Female,IT,Analyst,2025-06-23,29207,4,14,No,,
12218,Tyler Roberts,48,Male,IT,Engineer,2025-03-22,64012,4,10,Yes,2025-11-04,Work Pressure
12219,Amy Herrera,32,Female,IT,Manager,2021-11-11,90726,3,2,No,,
12220,Matthew Moore,39,Male,IT,Executive,2024-05-16,109131,3,11,Yes,2026-02-13,Work Pressure
12221,Samantha Williams,27,Female,HR,Analyst,2023-11-21,42271,1,14,No,,
12222,Shelly Parker,38,Male,Sales,Analyst,2025-01-16,116100,3,11,No,,
12223,Jon Williams,24,Male,HR,Executive,2021-05-23,106647,1,11,No,,
12224,Rachael Martinez,26,Male,Finance,Engineer,2025-05-31,54982,2,4,No,,
12225,Joseph Snyder,26,Male,HR,Engineer,2022-09-07,88042,4,5,Yes,2024-02-03,Better Offer
12226,David Taylor,35,Male,HR,Engineer,2022-08-17,26300,4,13,Yes,2023-04-19,Low Salary
12227,Brenda Snyder,38,Male,Finance,Executive,2023-01-10,78827,5,15,No,,
12228,Melissa Melendez,55,Female,IT,Engineer,2021-08-18,70528,1,11,No,,
12229,Jennifer Carpenter,26,Female,Finance,Engineer,2021-08-26,106994,1,3,No,,
12230,Brian Foster Jr.,22,Female,HR,Analyst,2026-04-28,36143,2,1,No,,
12231,Donald Chase,48,Male,IT,Executive,2022-07-31,32353,4,1,No,,
12232,Martin Higgins,23,Female,Sales,Analyst,2021-05-21,58653,2,8,Yes,2024-06-12,Better Offer
12233,Jimmy Smith,40,Male,HR,Engineer,2026-03-04,26161,3,12,Yes,2026-04-01,Better Offer
12234,Katherine Green,30,Male,Finance,Engineer,2023-11-09,95156,5,13,No,,
12235,Alan Davis,33,Male,Sales,Engineer,2023-07-02,72741,2,3,No,,
12236,Alex Cardenas,47,Male,Sales,Engineer,2023-12-08,34588,3,13,No,,
12237,Kelsey Hernandez,48,Male,Sales,Executive,2024-08-03,88900,3,9,Yes,2024-10-20,Low Salary
12238,Brandon Barrera,25,Male,Sales,Manager,2022-12-17,63747,5,5,No,,
12239,Kimberly Terry,47,Male,Finance,Executive,2022-12-29,62246,3,15,Yes,2025-08-07,Better Offer
12240,Patrick Davis,25,Female,IT,Analyst,2024-11-07,26108,3,7,Yes,2025-11-13,Better Offer
12241,John Blevins,37,Male,Sales,Analyst,2021-10-09,45152,5,8,No,,
12242,Angela Hays,31,Female,Sales,Executive,2022-07-11,72464,3,5,Yes,2024-01-15,Low Salary
12243,Joseph Reid,53,Female,IT,Executive,2022-11-04,79323,3,2,Yes,2022-12-01,Low Salary
12244,Steven Hicks,41,Male,Finance,Analyst,2022-01-30,52340,4,13,No,,
12245,Samuel Bird,23,Female,IT,Manager,2023-06-12,81221,4,2,Yes,2026-01-31,Work Pressure
12246,Brandi Barry,48,Female,Sales,Executive,2022-11-06,36563,2,4,No,,
12247,Johnny Jimenez,48,Female,Finance,Manager,2025-03-06,68754,1,12,No,,
12248,Dennis Payne,30,Female,IT,Manager,2023-02-20,46600,5,1,No,,
12249,Courtney Atkinson,35,Male,IT,Manager,2026-03-28,66204,5,6,Yes,2026-03-31,Low Salary
12250,Tammy Brown,44,Male,Sales,Engineer,2022-07-15,77964,3,15,Yes,2024-01-20,Work Pressure
12251,Mike Nelson,32,Male,Finance,Executive,2023-08-27,80056,1,11,No,,
12252,Bethany Green,52,Female,Finance,Manager,2024-04-02,44014,5,3,No,,
12253,Jonathan Gates MD,34,Female,Sales,Manager,2024-12-17,93809,4,11,No,,
12254,Randy Daniels,26,Male,Sales,Executive,2022-08-11,104400,3,1,No,,
12255,David Harris,32,Female,Finance,Executive,2021-09-17,85403,2,7,No,,
12256,Madison Edwards,27,Male,HR,Manager,2025-04-28,114700,3,3,No,,
12257,Aaron Cross,28,Female,IT,Analyst,2024-02-11,59445,1,11,No,,
12258,Michelle Kelly,37,Female,Sales,Manager,2021-07-31,64256,2,15,No,,
12259,Emily Thomas,24,Female,IT,Executive,2021-08-09,31308,1,15,No,,
12260,Hannah Mejia,43,Female,Finance,Executive,2025-08-30,71994,1,2,No,,
12261,Dawn Douglas,41,Female,Finance,Engineer,2026-03-13,77116,4,12,No,,
12262,Eric Huff,41,Male,IT,Engineer,2024-12-31,42570,1,3,No,,
12263,Anthony Pierce,37,Female,Sales,Engineer,2023-12-06,56819,5,6,Yes,2026-03-15,Better Offer
12264,Wendy Nichols,31,Female,Sales,Engineer,2022-09-25,71945,3,4,No,,
12265,John Davis,52,Male,Sales,Manager,2026-01-31,57954,2,2,No,,
12266,Amy Walker,46,Female,Finance,Engineer,2025-06-20,93849,4,12,Yes,2025-09-10,Work Pressure
12267,Aaron Jackson,33,Male,Sales,Analyst,2025-05-13,119230,5,13,Yes,2025-08-22,Work Pressure
12268,Luis Webster,36,Female,IT,Engineer,2024-02-05,86725,5,11,No,,
12269,Thomas Miller,32,Female,HR,Analyst,2025-10-13,92049,3,14,No,,
12270,Amy Lopez,40,Male,IT,Executive,2024-08-22,77096,2,1,No,,
12271,Alexander Terry,30,Male,HR,Executive,2021-10-18,27839,2,1,Yes,2021-11-12,Work Pressure
12272,Gabriela Butler,49,Female,HR,Analyst,2024-07-16,102203,5,13,No,,
12273,Troy Evans,41,Male,IT,Executive,2023-04-11,53343,2,9,No,,
12274,Robert Rubio,30,Male,Finance,Analyst,2021-05-19,59096,4,14,No,,
12275,Brittany Bell MD,34,Male,IT,Executive,2026-02-02,71823,1,3,No,,
12276,Andrew Cannon,25,Male,HR,Executive,2022-01-09,75975,5,10,No,,
12277,Samuel Pierce,54,Female,IT,Executive,2021-06-20,95345,2,1,Yes,2025-06-23,Better Offer
12278,Mary Ramirez,42,Female,Sales,Manager,2023-06-28,92604,4,6,No,,
12279,Yvette Johnson,42,Male,HR,Manager,2023-01-17,84000,4,12,No,,
12280,Jessica Barnes,39,Female,HR,Executive,2024-11-10,61666,1,12,Yes,2025-08-18,Work Pressure
12281,Julian Mendoza,40,Male,Finance,Executive,2023-01-20,109892,4,3,No,,
12282,Alexander Brock,55,Female,IT,Engineer,2022-07-12,45463,3,3,No,,
12283,Kyle Bruce,47,Male,Sales,Manager,2022-07-23,119877,3,10,Yes,2024-10-21,Work Pressure
12284,Philip Benitez,43,Male,Sales,Manager,2021-10-28,89408,3,5,No,,
12285,Victor Gordon,37,Female,IT,Engineer,2023-12-21,38318,5,7,No,,
12286,Ashley Rosario,46,Female,HR,Engineer,2023-05-11,38802,3,5,No,,
12287,Rebecca Smith,42,Female,IT,Executive,2025-05-22,98902,3,9,No,,
12288,Michael Allen,45,Male,Finance,Executive,2022-03-27,81911,1,13,No,,
12289,Kayla Hudson,48,Female,Sales,Executive,2024-04-19,89660,2,13,Yes,2024-07-10,Better Offer
12290,Megan Bradford,48,Male,IT,Engineer,2022-04-28,88159,5,2,No,,
12291,Mrs. Kelly Hart,45,Female,Sales,Engineer,2025-04-18,41787,3,12,No,,
12292,Samuel Madden,55,Female,HR,Analyst,2025-12-19,67758,5,15,Yes,2026-04-24,Low Salary
12293,David Holmes,24,Female,Finance,Manager,2025-07-04,95685,4,14,Yes,2026-04-04,Work Pressure
12294,Benjamin Gonzalez,43,Female,IT,Analyst,2021-10-10,79967,3,15,No,,
12295,Frank Roberts,51,Male,HR,Engineer,2026-02-21,42612,5,13,No,,
12296,Susan Freeman,35,Female,HR,Analyst,2025-06-08,88015,5,7,No,,
12297,Cameron Adams,52,Male,IT,Executive,2025-12-24,50242,5,9,Yes,2026-03-16,Better Offer
12298,Jeffery Hoffman,31,Male,HR,Executive,2024-09-15,68133,5,12,Yes,2024-10-19,Low Salary
12299,Michael Parker,29,Female,HR,Manager,2021-12-06,94338,3,12,No,,
12300,Pamela Miller,43,Male,Finance,Manager,2021-08-26,107263,1,10,Yes,2021-11-06,Low Salary
12301,Savannah Baker,32,Female,Sales,Analyst,2022-06-09,99894,3,5,Yes,2024-10-17,Better Offer
12302,Kristen Gonzalez DVM,42,Female,Sales,Executive,2025-12-26,77411,4,12,Yes,2026-03-03,Better Offer
12303,Mariah Odonnell,42,Male,Sales,Engineer,2021-06-28,57801,4,1,Yes,2023-11-02,Better Offer
12304,Melissa Rios,34,Female,Finance,Manager,2024-08-31,48975,1,8,No,,
12305,Linda Farmer,27,Male,Finance,Engineer,2025-06-11,54200,4,5,Yes,2025-08-10,Work Pressure
12306,Brandon Garcia,49,Female,Sales,Manager,2025-09-05,95145,5,3,Yes,2025-09-18,Better Offer
12307,Brittany Cameron,44,Female,HR,Executive,2021-12-09,100662,2,4,No,,
12308,Wyatt Conway,40,Male,IT,Manager,2024-08-26,66815,4,3,Yes,2025-06-17,Low Salary
12309,Matthew Graham,55,Female,HR,Executive,2024-03-23,111904,4,15,No,,
12310,Amanda Barry,35,Male,IT,Executive,2025-08-03,57192,1,9,Yes,2025-10-17,Low Salary
12311,Carl Compton,32,Male,Finance,Engineer,2026-03-21,84076,4,11,No,,
12312,Jason Moore,41,Female,Sales,Executive,2023-11-22,110248,5,9,No,,
12313,Victoria Cruz,29,Female,Sales,Manager,2021-07-27,38599,2,15,No,,
12314,Matthew Miller,37,Female,IT,Engineer,2024-10-17,57357,2,3,No,,
12315,Matthew Harrison,25,Female,HR,Analyst,2024-02-21,109906,5,3,No,,
12316,Gary Hull,24,Male,Sales,Engineer,2025-02-02,101777,5,8,No,,
12317,Andrea Evans,27,Female,IT,Executive,2022-06-14,79930,4,8,No,,
12318,Tyler James,33,Female,Finance,Manager,2023-09-21,110051,2,14,No,,
12319,Patricia House,24,Female,Sales,Manager,2025-07-19,77523,4,2,Yes,2025-08-11,Low Salary
12320,Karla Russo,44,Female,IT,Analyst,2025-03-14,100293,4,14,No,,
12321,Alexa Watson,45,Female,HR,Executive,2022-09-16,88557,3,7,No,,
12322,Amanda Jenkins,32,Female,Finance,Manager,2025-07-29,78041,1,14,No,,
12323,Jenny Fisher,55,Male,HR,Executive,2024-01-18,92056,1,3,No,,
12324,Joshua Cline,42,Female,HR,Engineer,2023-05-30,105951,1,3,Yes,2026-04-15,Better Offer
12325,Eugene King,27,Male,Sales,Engineer,2022-06-17,55269,2,12,No,,
12326,Latasha Hale,52,Male,IT,Manager,2024-09-20,37451,2,14,No,,
12327,Jessica Lee,50,Female,Finance,Engineer,2022-06-07,82501,3,15,No,,
12328,Matthew Fritz,51,Male,IT,Manager,2025-11-30,71888,5,1,No,,
12329,Lori Adams,40,Female,HR,Executive,2023-08-29,57335,3,5,No,,
12330,Julie Saunders,55,Female,IT,Analyst,2025-08-31,29034,2,3,Yes,2026-02-15,Low Salary
12331,Samuel Bullock,40,Male,IT,Executive,2024-10-04,58731,1,12,No,,
12332,Michael Rivas,52,Female,Finance,Analyst,2025-09-12,62408,1,2,No,,
12333,Mr. Travis Adams,45,Female,Sales,Executive,2024-06-04,75857,4,4,No,,
12334,Stephen Richardson,38,Male,Finance,Executive,2023-11-14,37181,5,7,No,,
12335,Leslie Pena,29,Female,Sales,Manager,2023-07-11,25970,3,6,Yes,2024-11-04,Low Salary
12336,John Santos,23,Female,Sales,Analyst,2023-04-21,87225,4,1,No,,
12337,David Roman,26,Male,IT,Executive,2025-03-15,57682,1,9,Yes,2025-11-02,Low Salary
12338,Terri Morales,33,Female,Sales,Engineer,2024-12-28,40093,2,7,No,,
12339,Mr. Michael Tucker,22,Female,Sales,Engineer,2022-11-25,86956,1,6,No,,
12340,Kaitlyn Jenkins,42,Female,HR,Manager,2021-06-11,54574,4,14,No,,
12341,Ms. Theresa Bartlett DVM,53,Male,Sales,Manager,2025-01-10,31207,4,13,No,,
12342,Scott Griffith,42,Female,HR,Analyst,2022-04-18,51520,3,15,Yes,2024-11-02,Work Pressure
12343,Jon Webb,33,Male,Finance,Manager,2024-03-20,112069,4,8,No,,
12344,Emily Price,33,Male,IT,Executive,2021-08-26,70862,2,11,No,,
12345,Linda Rubio,46,Female,HR,Analyst,2024-06-06,35132,2,12,No,,
12346,Lindsey Smith,23,Female,IT,Executive,2024-04-01,63874,1,15,No,,
12347,Martha Fisher,34,Male,Sales,Analyst,2025-04-10,56140,5,15,No,,
12348,Bobby Baldwin,54,Female,IT,Engineer,2025-03-17,40510,3,15,No,,
12349,April Clark,47,Male,IT,Analyst,2024-07-22,81078,3,9,Yes,2024-11-26,Better Offer
12350,Christopher Brennan,27,Female,IT,Executive,2021-10-27,105937,4,4,No,,
12351,Angela Potts,25,Male,HR,Executive,2022-01-31,82217,3,3,No,,
12352,Daniel Rodriguez,45,Male,Sales,Engineer,2025-02-14,68564,3,2,Yes,2025-04-08,Better Offer
12353,Laura Brown,47,Female,Sales,Analyst,2023-11-15,39521,3,5,No,,
12354,Cheryl Fuller,25,Female,Sales,Manager,2022-05-29,85438,4,3,No,,
12355,Jacqueline Brooks DVM,24,Female,Finance,Manager,2022-04-14,95054,3,9,Yes,2025-01-06,Better Offer
12356,David Flores Jr.,53,Female,Finance,Analyst,2022-04-29,84280,2,13,No,,
12357,Denise Mullins,54,Female,HR,Engineer,2025-05-29,56323,2,14,No,,
12358,Mary Harris,31,Male,Finance,Analyst,2023-03-12,105448,5,14,No,,
12359,Steven King,23,Male,IT,Manager,2025-10-10,48497,3,6,Yes,2026-01-18,Low Salary
12360,Timothy Smith,33,Male,Finance,Manager,2024-07-11,62770,2,13,No,,
12361,Joseph Terrell,49,Female,HR,Analyst,2025-03-07,100290,3,6,No,,
12362,Hayden Mckinney,30,Female,Sales,Engineer,2026-03-23,104675,5,15,No,,
12363,Steve Hunt,46,Male,Sales,Executive,2023-10-09,50145,2,8,No,,
12364,Edwin Lee,39,Female,Finance,Analyst,2022-07-31,104864,3,15,No,,
12365,Robert Flores,23,Male,IT,Engineer,2023-06-02,118462,4,9,No,,
12366,Ronald Hunter,34,Male,Finance,Engineer,2023-03-04,107326,5,13,No,,
12367,Kristin Juarez,54,Male,Finance,Analyst,2024-03-31,37281,1,5,No,,
12368,Jose Mitchell,44,Female,IT,Analyst,2025-04-24,96566,4,5,No,,
12369,Jonathan Andersen,37,Male,Sales,Executive,2024-08-25,91112,3,6,No,,
12370,Mary Guerra,37,Male,Finance,Engineer,2023-11-14,110247,5,8,No,,
12371,Sharon Villa,41,Female,HR,Manager,2022-04-02,86330,4,13,Yes,2025-07-15,Work Pressure
12372,Scott Yang,31,Male,IT,Engineer,2022-06-27,82785,1,2,Yes,2024-07-23,Low Salary
12373,Ms. Mackenzie Simmons,28,Male,HR,Executive,2025-11-04,52888,3,5,Yes,2025-11-19,Low Salary
12374,Edward Gibson,49,Female,Sales,Executive,2025-07-08,40383,4,2,Yes,2026-03-27,Better Offer
12375,Russell Wilson,52,Male,IT,Manager,2025-06-01,92882,5,3,No,,
12376,Anthony Mitchell,49,Female,Sales,Executive,2025-11-19,34060,5,12,No,,
12377,Rachel Ewing,24,Female,IT,Executive,2022-12-08,72897,2,4,No,,
12378,Joel Coleman,42,Male,Finance,Engineer,2022-07-09,67037,5,7,No,,
12379,Joseph Cook,36,Male,HR,Engineer,2026-01-24,67128,3,12,Yes,2026-03-18,Work Pressure
12380,Holly Harper,55,Female,HR,Analyst,2024-02-21,60890,5,13,Yes,2025-11-14,Low Salary
12381,Katherine Lee,51,Female,Finance,Manager,2025-02-09,54686,1,4,No,,
12382,Jessica Johnson,26,Female,Sales,Engineer,2024-08-06,111335,1,15,Yes,2025-07-03,Low Salary
12383,David Johnson,34,Female,IT,Executive,2026-04-19,86741,5,2,No,,
12384,Teresa Davis,28,Male,Sales,Analyst,2021-11-02,58379,2,5,No,,
12385,Ethan Ochoa,43,Female,HR,Manager,2025-02-13,99302,5,15,No,,
12386,Matthew Clements,43,Male,IT,Manager,2022-05-22,92818,2,14,Yes,2026-01-21,Work Pressure
12387,Amanda Russell,29,Male,Finance,Manager,2025-05-31,59053,1,11,No,,
12388,Peter Smith,38,Male,IT,Analyst,2021-05-22,100775,2,12,No,,
12389,Susan Richardson,42,Male,Sales,Manager,2022-05-15,51969,5,14,Yes,2026-03-06,Work Pressure
12390,Brandon Johnson,33,Male,Finance,Analyst,2022-10-16,99747,3,8,Yes,2025-09-07,Better Offer
12391,Stephanie Suarez,40,Female,Finance,Analyst,2022-01-28,106997,2,2,No,,
12392,Grant Bishop,43,Female,HR,Manager,2022-02-05,78580,2,14,Yes,2026-03-07,Better Offer
12393,Carol Walls,44,Female,Finance,Analyst,2025-02-05,35310,2,2,Yes,2026-03-11,Work Pressure
12394,Elizabeth Campbell,39,Male,Finance,Manager,2024-05-03,107799,4,3,No,,
12395,Teresa Watson,47,Male,IT,Manager,2022-01-22,55806,1,13,Yes,2023-05-12,Low Salary
12396,James Oliver,51,Male,Sales,Executive,2025-09-16,68150,4,1,No,,
12397,Curtis Fleming,53,Female,IT,Engineer,2021-06-13,72837,2,1,Yes,2025-01-31,Work Pressure
12398,Jeffrey Graham,37,Male,HR,Executive,2023-04-15,91890,3,15,No,,
12399,Donna Gibson,52,Male,IT,Engineer,2024-06-12,29735,3,4,No,,
12400,Jessica Wright,53,Male,Sales,Analyst,2021-05-16,114966,3,13,Yes,2025-09-20,Better Offer
12401,Carlos Sanchez,42,Female,Finance,Manager,2025-05-15,51495,2,7,No,,
12402,Geoffrey Hawkins,34,Male,HR,Executive,2024-08-03,65570,1,14,No,,
12403,Patrick Cherry,38,Female,HR,Analyst,2023-09-19,78843,4,7,Yes,2024-06-28,Low Salary
12404,Jorge Young,33,Female,IT,Manager,2022-09-13,78761,5,9,Yes,2023-10-27,Better Offer
12405,Carol Sheppard,28,Male,Finance,Engineer,2022-02-08,109837,3,3,Yes,2022-10-23,Better Offer
12406,Leon Adams,33,Female,Finance,Engineer,2021-05-10,75373,1,10,Yes,2021-07-02,Work Pressure
12407,Janet Miller,30,Male,Finance,Manager,2024-11-14,40113,2,8,No,,
12408,Anthony Mccarty,44,Male,HR,Engineer,2025-06-28,53318,4,4,No,,
12409,Benjamin Le,41,Male,Finance,Executive,2024-11-25,102652,3,4,No,,
12410,Bruce Wood,53,Female,HR,Manager,2024-07-24,29551,5,14,No,,
12411,Robert Harper,49,Female,HR,Executive,2023-05-24,34039,1,13,No,,
12412,Sandra Cobb,49,Male,Finance,Engineer,2021-11-28,32906,3,13,No,,
12413,Joyce Wilkerson,23,Female,Sales,Analyst,2025-10-05,111445,4,15,No,,
12414,Jodi Webb,54,Male,Sales,Analyst,2024-08-17,36550,4,14,No,,
12415,Nathan Yang,49,Male,Sales,Engineer,2021-09-09,93059,4,5,No,,
12416,Troy Torres,51,Female,HR,Manager,2025-01-13,27256,3,2,Yes,2025-12-04,Low Salary
12417,Gail Avila,38,Male,Finance,Analyst,2023-09-03,51028,5,13,No,,
12418,Adam Zhang,38,Female,Sales,Manager,2023-11-06,56444,1,14,Yes,2025-07-20,Work Pressure
12419,Marisa Jacobs,41,Male,IT,Engineer,2024-11-18,27054,2,14,No,,
12420,Jonathan Odom,39,Male,HR,Executive,2023-08-27,106028,2,12,Yes,2023-09-03,Better Offer
12421,Christina James,27,Male,IT,Executive,2026-03-30,28454,2,13,Yes,2026-03-31,Better Offer
12422,Jay Nelson,31,Female,HR,Engineer,2024-02-20,115252,3,10,No,,
